ESU10000,SSU10000,CSU10000,GNT10000,CGS10000,GRC10000,ERM10000,AUD10000,POL10000,REG10000,ETI10000,CGV10000,IGV10000,CPI10000,ESRC_001
83.33,84.17,86.33,86,88.17,86.39,87.67,91.67,87,87.33,88.83,89.17,92.17,83.5,87.27
88.28,88,89.83,87.5,84.83,86.28,83.67,86.17,87.5,83.67,88.33,87.5,82.17,89.17,86.63
83.5,85.17,89.67,87,83,84.17,85.33,90.67,82.67,88.33,85.67,83,88.33,86,85.89
84.89,91,90.33,81.75,86.83,87.89,92.17,86.17,85.33,84.33,84.83,80.5,83.67,87.17,86.2
84.28,86.5,86.67,83.25,85.17,88.94,85,82.5,88.5,81.5,84,88,87,86.5,85.56
84.56,91,84.17,85.75,79.5,83.39,84,86.67,82.83,81,87.67,84.5,89.33,89.33,85.26
84.89,85.67,83.67,82.25,79,89.44,86.5,85.17,86.17,82,86.33,90.67,87,90.33,85.65
83.94,82.5,86.5,86.5,87,86,87,83.33,88.17,85.5,82.33,87.17,83.33,90.33,85.69
90.11,88.83,88.33,84,82,89.94,90,89.17,85.33,84.83,83.17,92.83,85.67,85.17,87.1
86.67,87.83,84.17,90.75,82.83,86.39,86.33,86.83,87.67,88,86.33,88.5,85,87.33,86.76
88.72,83.5,84.83,81,87.5,87.44,85.83,90.83,90,88.5,87,84.67,87.33,87.17,86.74
85.89,83.17,89.17,86.5,86.83,84.83,85.67,84.67,87.33,87,90.83,90.67,89.5,82.5,86.75
88.17,86.5,88.5,81,84.17,89.44,82,84.17,88.33,87.17,83,85.17,84.17,83.33,85.37
86.78,85.17,83.5,89.5,85.67,87.61,90,89.5,92.17,85.33,84.5,84.5,89,81.33,86.75
83.61,81.67,89.67,84.5,87.33,85.5,83.67,81.33,84,84.33,84.67,90.17,85.67,85.33,85.1
88.11,85.33,84.17,82.25,84.83,86.61,86.67,88.17,87.5,84.67,86.67,88.33,85.17,84.83,85.95
87.28,86.5,87.33,86.5,81.33,86.89,84.5,84.5,88.33,86.67,85.83,83.5,85,87.17,85.81
84.67,84.17,83.17,92,87.83,86.44,87.33,86.5,84,85.5,91.17,85.5,86,86.83,86.51
86.89,88,90,81.5,91.5,85.44,93.33,84.83,80.67,86.33,89.5,90.33,89.17,84.67,87.3
82.44,84.5,86.33,88,88.17,87.72,88,86.83,85.5,85.33,86,85.17,89.5,88,86.54
83.11,84.17,83.83,85.5,83.83,90.78,88.83,87.17,86.17,83.67,89.17,85.17,88.5,84.83,86.05
88.78,85,88,85,83.33,89.28,82.67,83.5,83.67,79.33,88.5,80.83,90.33,85.67,85.28
87.28,85.67,82.5,87.5,86.5,85.67,87.83,85.5,86.5,83,84.5,85.33,82.67,84.17,85.33
83.44,87.83,91.67,86.25,86,86.33,85.17,83.33,85.67,86.33,84.83,82.67,89.67,85.5,86.05
87.67,85.83,83.17,81.25,89.83,84.78,90.33,87.5,88,90,83.83,84.83,85,87.5,86.39
85.78,86.17,87.5,91.25,85,88.11,86,90.17,88.83,82.17,85.17,82.67,84.83,87.33,86.5
83.17,85.5,85,87.25,86.67,82.89,88.33,89.67,86.17,88.33,84.67,83.5,87.17,82.5,85.77
83.72,87.67,86.33,90.5,87.17,87.94,87,89.33,86.5,85.67,83.67,87.67,90.5,86.33,87.14
87.44,87.83,82,92.5,84,83,82.33,80.33,87.67,89.67,89.5,87.33,89.33,90,86.64
89.22,87,79.83,87.5,88,90.28,92.17,88.17,87.33,81.5,90.83,84.33,90.5,90.33,87.64
84.83,88.5,89.5,84.75,87.33,91.11,86.67,84.67,90,83.17,84.83,90.33,87.33,89,87.29
89.44,86.33,84.67,87.25,83.67,90.17,87.67,89.33,87.67,90.33,92.83,84.67,83.33,86.83,87.44
84.89,88,88.83,82.5,87,86.83,90.17,86.67,86.33,87.5,89.33,84.17,80.5,85.83,86.33
89.61,87.5,87.5,86.75,87.33,85.67,86.33,82.17,90.5,83.17,83.33,86.67,89.83,87.83,86.73
89.89,85.17,88.33,85.75,91,86.56,90.17,86.17,91.83,85.83,85.5,90.5,84.67,84.67,87.57
87.11,86.33,84.33,93.5,81,86.39,92.83,91.5,89.67,80.5,88.17,86.67,88.17,86.17,87.31
88.22,87.17,89.33,86,86.67,88,87,85.33,85.67,83.17,89.33,85.33,92.17,92,87.53
87.28,89,87.33,83,82.17,87.56,85.33,91.17,87.83,87.83,88.17,80.33,82.83,92.17,86.57
81.39,84.33,82.67,83.75,81.83,84.06,89.17,83.83,88,90.83,82.83,85.33,90.67,81.83,85.04
82.67,88.83,85.83,82.75,89.67,84.56,88.67,86.5,86.33,88.5,85.5,84.83,82.67,87.17,86.03
84.67,92,88.83,79.75,91.67,86.28,87,89,86.17,82.67,88.17,90.83,85.67,84.5,86.94
80.78,90.83,87.17,89,87.67,83.78,84.67,81.5,81.83,88,84,83.33,88.5,86.33,85.53
85.56,86.17,84.17,87.5,83.83,90.22,91.17,86.83,82.5,89.33,89,88.33,87.5,85.67,86.98
84.33,89.67,84.83,91.25,88.17,87.06,86.5,83.17,90.83,81.83,88.17,85.67,82.33,88.67,86.61
85.33,87.33,88.17,86.25,85.67,85.89,90.17,90.83,89.83,85.33,84.5,82.83,90.33,81.5,86.71
93,85.17,83.33,82,88.5,88.94,83.17,86.83,82.5,84.83,85.83,92.17,89.67,85.67,86.54
85.06,88.83,86.5,83,82.17,84.72,89.33,85.33,91,86.17,85.5,88.33,89,84.17,86.37
87.67,84,85.5,84.5,85.33,83.67,86.67,85.67,85.83,83,89.83,81.83,85.67,91.5,85.76
83.61,85,87.5,85,84.33,91.06,87.17,83.67,86.67,83.83,83.83,88.5,89.83,87.67,86.26
84.39,86,84.5,90,90.67,85.56,87.33,86.67,87.17,88.17,87.5,91.17,85.5,81.5,86.87
84.39,85.33,89.67,90,88.5,89.06,87.33,86.17,94.33,87.33,89.83,86.83,82.33,84.83,87.57
86.11,88.33,83.33,92.75,83.83,83.89,84,83.83,87.67,89.67,86.83,86.5,90.5,85.17,86.6
87.06,92.17,85.83,85.25,85.83,90.28,84.33,85.5,86.67,86.17,90.17,86,85.83,87.83,87.07
89.17,84.5,83,87.25,81.67,87.78,91.5,86.83,84.83,88,87.5,83.83,89.83,84,86.41
85.5,82.17,86.33,85.5,84.33,82.5,85.83,87.17,86.83,81.33,90.33,88.5,88.33,80.83,85.39
84.11,87.33,81.33,89.25,86.5,84.89,88.33,88.33,87.67,89.33,85.67,87.67,86.67,89.83,86.92
85.22,91.5,86.83,87.5,88.5,91.06,88.33,87.83,87.33,89.17,87.83,83.17,88.5,84,87.63
87.72,87.83,91.33,83.5,87.83,85.22,83.17,79.67,87.5,82.33,85.5,90,85.17,85.33,85.87
89.61,86.5,86.67,82.75,86.17,84.11,86.5,80,87,88.83,85.67,87.17,90,89.83,86.49
89.22,80,83.5,88,85.67,88.33,89.67,91.17,84,85.33,85.5,83.5,88.17,85.5,86.25
88.89,86.17,83,92.5,88.5,86.67,81,86.33,90.83,91.17,88.5,82,84.67,85.5,86.84
87.83,81.67,84.17,88.5,92.17,88.28,87.67,83.83,84.5,83.5,85.5,83,85.17,90.5,86.16
83.56,86.67,84.67,83.25,90.5,83.39,85,85.83,88.33,85.5,87.83,83.33,81.33,89.83,85.64
84.11,88.67,86.17,86.5,88.67,89.28,88.33,90.83,83.83,84.83,87.67,84.33,88.5,86.83,87.04
84.33,82.83,84.17,87.25,86.33,85,87,87,82.67,83.33,84.5,89.67,85.67,85.5,85.38
88.67,84.67,88.83,89.25,87.67,85.61,86,87.83,89.5,85.67,86.33,88.5,83,85.67,86.94
85.44,86.33,82.5,86,83.33,85.22,86.5,88,90.33,85,86,87.67,79.83,89.83,85.86
83.78,82.17,85.5,85,91,89,87.83,87.5,83.33,81.5,87.67,90.17,86.17,82.17,85.91
85,83.5,83.5,83.25,87.83,83.06,90,87.83,86.17,86.5,82.67,85.17,88.33,84.83,85.55
90.11,87.67,86.33,94.25,85,84.22,91.17,81.83,87.5,91.33,83.67,84,90.83,87.17,87.51
87.67,84.5,85.83,87.75,84.33,83.78,86.67,83,84.67,87.67,92,84.5,84.67,88.17,86.09
85.78,88.17,87.33,89.5,90.17,87.83,88,88.17,89.17,89.17,89.5,82.17,87.33,86.67,87.78
86.44,84.33,85.33,82.5,83.33,85,89,85.33,84.5,89.33,90.33,85.5,80.67,88.17,85.7
84.33,82.17,88.67,84.75,88.33,87.78,86,89.17,87.83,87.17,87,90.17,86.67,84.17,86.73
84.33,86.33,86.67,89.5,85.83,92.5,87,81.67,87.67,87.67,87.5,85.67,89.83,88,87.15
85,85.33,83,85.75,87.5,85.28,84.83,89.33,89,91.17,83.5,90,82.5,87.17,86.38
88.67,90.17,85.5,91.75,86.33,86.78,87.33,89.17,82.17,86.17,86.5,90,88.67,81,87.16
86.94,84.83,88.33,82,86.67,87.83,83.83,83.83,89,87.83,85.67,88,86.67,82.33,85.98
87.28,84.5,87.5,89.5,87,86.89,87,87.67,87,84.5,84.83,83.5,86.5,87.83,86.54
89.28,84.33,85.83,92.5,85,90.22,88.5,85.33,83.83,88.17,83.33,88.67,89.67,86,87.19
89.22,85.83,88.33,86,83.5,85.72,84.17,88.17,88.5,88.17,83.17,81.5,80.5,86.33,85.65
84.78,85,87,85.5,85.83,87.11,87.67,87.5,82.83,88.17,84,84.83,85,82.5,85.55
86.72,82.67,83.5,85.5,82.33,88.89,92.83,86,83.33,86.5,84.5,87.5,87.33,83.67,85.81
87.5,87.83,88,80,80.67,85.5,85,88.67,90.5,84.83,86.17,87.17,84.83,83,85.69
85.11,85.67,84.17,91.25,86.83,83.56,85,89.67,88.17,83.67,90.83,86.17,86.17,86.67,86.64
86.72,88.67,88,89.75,87.17,88.5,84.67,88.83,85.5,84,90.5,87.83,86.5,88.5,87.51
86.89,88.5,86.17,87.75,86.5,88.94,86,82,88.17,82,88.17,86.17,78.33,90.33,86.14
90.72,87.17,83.17,91.25,84.67,83.17,88,88.33,90.83,84.67,88.33,83.5,81.67,84,86.39
88.89,89,87.33,90,86.83,86.89,90,89.83,90.33,86,88,87.5,88,87.5,88.29
87.78,80.17,82.5,86.5,81.17,86.22,88.17,84.17,89.5,82.33,86.83,87,87.5,86.33,85.44
84.89,89.83,86.67,90.5,79.83,88.83,84.33,83.17,88.33,84.67,88.83,88,86.67,91.5,86.86
81.83,85.67,86.67,87,85.67,88.83,86.83,87.5,81.5,86,87.5,86.33,87,87,86.1
88.83,91.33,82.83,88.25,90.5,86.78,86.67,83.83,87.33,87,89.83,86.17,87.5,87.83,87.48
84.39,84.83,81.67,82.25,86,86.5,86.33,87.33,81.67,85.83,88.83,85.83,85.5,86.67,85.26
86.56,88.33,90.83,88.25,89.83,92.44,85.5,87.5,86.5,81.83,82.17,88.67,86.5,80.5,86.82
88.89,83.33,83.67,87,88.67,90.83,86.67,83.5,87.33,87.17,90.5,85,92.5,88.83,87.42
81.61,88.67,89.17,91.75,92.67,85.78,84.33,83.67,88.83,86.5,84.17,83.5,83.17,85,86.34
88.22,90.67,88.17,88.25,86.17,88.39,86.5,88.5,88.33,88.33,89.67,78.5,88.5,92.17,87.88
87,87,87.17,93,82.5,88.06,85.17,86.5,87.67,84.17,85.67,86.5,84.33,88.33,86.65
90,84.17,87,85.25,84,85.44,82.5,85,88.17,85.5,88.33,85.67,89.67,86,86.19
82.72,88.17,82.67,86,88.83,85.39,87.5,87.17,85.83,86.33,86,84.83,85,88.33,86.06
85.56,89,85.83,84.5,86.5,85.17,84.83,85.83,89.17,86.83,85.5,93,87.67,89.5,87.06
86.83,87.5,93.67,86.75,88,85.44,89.67,87.83,87,84.83,88.83,89.83,89.67,85.83,87.98
88.33,90,85.5,84.25,87.17,90.83,80.33,90.67,91.33,90.83,86,86.67,87.33,89.33,87.76
88.72,83.17,86.33,82.25,88.67,87.11,89.17,81.5,89.67,86.83,88,85,83.17,87.33,86.21
84.11,88.17,83,81.5,86.67,89.44,86.17,87.67,88.83,84.83,88.83,86.5,88.17,83.83,86.27
89.39,89,85.67,87,91.67,86.83,88.17,87.17,87.33,86.67,87.83,92,85.17,85.83,87.84
87.5,86.83,89.5,82.5,84.17,82.61,90.83,83.33,93.67,87.67,83.17,78.83,84.33,84,85.64
89.33,89.83,84.33,89,90.83,86.5,82.33,90.5,93.5,84.5,85.83,86,91.33,86.67,87.89
86.33,85.5,88.33,88.25,88.17,87.44,82.83,81.67,85,83.83,90.5,89.17,88.67,84.83,86.47
83.39,84.17,92.67,86.5,89.67,85.06,90,89.33,88.17,86.17,89.5,94.33,80.5,85,87.46
88.33,82.17,86.67,88.25,87,87.89,84.33,81.5,88.17,84.33,77.83,83.83,88.83,81.5,85.05
85.17,88.5,79.5,83,80.83,86,84.5,90.17,86.67,86,87.5,88.67,85.67,86,85.58
86.94,82.83,88.83,85.5,87.33,88.33,88.17,87.67,88.17,86,84.33,83.33,86.67,85.5,86.4
84.56,86.17,86.33,84.75,84.83,82.44,86,85.33,85.67,86.33,87,81.67,85.17,83.83,85.01
92.22,85.83,85.17,82.75,86,85.11,90.67,88.33,89.67,86.5,91.5,84.83,88,87.5,87.43
89.11,85.5,79.33,95.75,87.83,83.67,84.33,93.67,82.67,89,89.17,87.33,84,89.67,87.22
84.5,84.5,88.5,90,88.67,87.89,81.5,84.83,81.5,81.33,82,81.17,82.67,86.5,84.68
86,86.17,90.33,88.25,88.17,88.61,83.83,86,87.5,85.67,86.17,83.5,89.5,86.17,86.85
85.72,86.17,86.67,85.5,89,85.94,88.67,91.17,91.5,85.67,82.83,89,84.17,87.17,87.08
87.11,89.17,84.67,83.5,86.33,84.61,87.17,87.17,84.83,82,85.33,83.67,88.33,82.83,85.48
85.67,90.33,81.83,85.75,88.67,82.94,88.33,87.17,85,81.83,88.17,90.5,83.67,82.67,85.89
84.72,83.67,90.67,91.75,84.33,84.22,86.17,84.17,90.33,83,87,86.83,87.5,83.83,86.3
85.94,89.33,85.67,87.75,93.33,86.28,87.5,87.83,85.33,84.67,89.83,86.17,85.83,82,86.96
83.72,81,86.33,85.75,84.67,86.72,90.67,83.83,85.83,81.5,84,84.33,90.17,87.67,85.44
86.39,86.33,85.5,81.25,87,88.78,84.17,88,86.67,83.5,88.5,88.17,86.17,83,85.96
84.78,89.5,84.67,86.75,85.5,87.56,88.67,90.83,89.67,87.17,82.5,86.83,89,88.67,87.29
88.39,84.33,88.33,91.75,90.17,83.83,86,87,83,80.67,84.5,79.83,84.17,86.17,85.58
83.67,81.5,91.67,90.5,90,88.89,87.83,90.83,86.33,88.5,84.17,85,89.17,86,87.43
86.94,85.5,78.83,93.75,86.83,89.5,86.5,87.67,86.67,87.67,90.5,92.17,87,90.33,87.85
85.17,86.33,93.5,90.75,81.5,87.67,88.33,84.17,83.67,82.33,84,87,88.67,85.83,86.35
83,88.5,90.83,85,86,81.22,89.5,85,88.83,84.83,84.5,91.33,86,85,86.4
88,85.83,86.83,83.75,89.33,85.39,89.83,88.67,88.17,87.33,90.83,88.5,86.67,87,87.58
88.94,84.67,90.5,86,88.33,82,86,84.83,84.83,87.5,82.5,88.33,81.5,85.83,85.84
87.17,79.33,86,85.5,84.67,84.17,81,91,87.33,84.5,85,88.5,85.17,88.67,85.57
86.61,87.67,90.33,89.5,87.67,87.39,85.33,83.83,87.5,90.33,86.67,88.17,90.33,86.17,87.68
89.83,83.67,80.17,79.5,83.83,85.28,88.5,88.17,86,84,87.5,85.67,85.67,93.67,85.82
84.61,87.5,82.33,90.25,86,87.28,87.17,84.33,91,87.83,85.67,86.5,90.67,90.33,87.25
88.11,80,84.33,88,90.17,88.94,84.17,91.33,87.17,86.17,87.33,86.5,85.5,88.5,86.87
86.5,88.17,86,83.25,86.5,87.83,83.67,86.83,87.67,88.17,94.83,87.67,90.5,90.67,87.73
88.67,89.17,89.83,88,88,87,89.67,85.17,87.83,83.17,87.67,89.83,88.17,82.5,87.48
86.11,87.83,87.17,88.75,87,88.39,85.33,83.33,82,83.83,90.5,89.5,87.17,85.17,86.58
86.17,87.67,89,85.75,90.17,86.28,87,85.33,88.67,88.67,88.33,85.83,82.67,85.33,86.92
86.17,88.83,87,96.5,85.83,82.5,87.33,85.17,85.17,86.83,83,86.83,87,84,86.58
88.22,83.83,86.5,93.5,91.5,82.44,88.17,84.83,88,85.17,84.17,91.83,85,91,87.44
83.17,91,92.83,82,90.5,86.22,89.67,84.83,86.67,86.33,85.5,84.17,87.17,88,87
85.67,85.5,88,80,86.33,84.94,87,87.5,84,87,85.5,94.33,87.17,83.67,86.19
82.72,87.5,88.17,88,92.33,87,81.33,90.83,90.83,84.83,83,87.67,84.67,83.33,86.59
86.94,88,85.17,88.75,86.33,92.28,83,91.5,87.83,90.33,89.33,83.83,83.67,83.83,87.2
85.89,85.67,89.83,81.5,87.83,88,87.67,85.5,87.83,81.17,85.5,91.33,82.83,89.17,86.41
82.56,84.33,86.33,89,91.17,84.72,85.33,80.83,83.83,89.5,81.67,93.83,88.33,83.5,86.07
87.5,80,84.83,84.25,90.5,87.5,80.83,88.17,83.83,83,84.83,86.5,86.17,82.5,85.03
87.78,89.67,88,84.75,83.83,85.22,84.33,88.5,88.67,86.5,91.83,86.33,84.33,93.5,87.38
83,87.67,84.67,89,88.83,87.72,82.67,88.83,85.5,89.83,87.17,83.33,86.67,85,86.42
86,82,85.67,83.5,88,88.78,87.67,89.17,82.5,84.17,88.67,88.17,90.83,88,86.65
82,93,85,84.75,90,83.17,81.67,86.83,89,81.33,86.83,91.5,84.5,92.83,86.6
89.11,89.5,85.83,81.25,84.33,84.06,89.83,87,93,89.33,86.67,88,85,84.5,86.96
87.33,84.33,86.17,91.75,86.83,84.83,85.5,88,88.17,80.5,88.5,88,88,84.67,86.61
87.83,82.5,83.33,86.25,85.17,89.44,87.67,84,84.5,86.67,90.67,89.5,83.5,89.83,86.49
88.67,88.83,83.33,89.25,86.83,88.56,84,89.67,85.33,87.67,90.33,85.5,86.83,82.83,86.97
87.11,85.17,89.33,90.25,90,88.83,86.67,83.83,87.5,81.83,85,88.5,87,84.67,86.84
86.5,92.33,87.5,88.75,84.83,88.44,85,83.83,91.33,84.33,90.67,91.67,88.5,85.67,87.81
86.11,86,91.33,87,89.83,87.5,82.17,85.5,87.33,79.83,85.33,85,89,86,86.28
83.56,87.33,88.33,81,85.17,90.33,84.83,84.5,86.33,87.33,81.33,85,91.33,87.5,85.99
89.61,87.83,91.67,85.25,83.33,83.33,84.5,82.5,81.67,86.67,84.33,83.67,87.67,85.17,85.51
83.78,89.67,86.83,87.25,86,86.33,83.33,87.5,88.33,82.83,90.17,84.5,84.67,85.33,86.18
88.94,86,80.83,92.25,85.83,89,88,88.83,88,89.33,85.67,89.33,85.67,84.5,87.3
82.94,84.83,90.17,86.75,84.67,85.78,87,87.33,87,90.33,88.17,88.5,86.17,83,86.62
88.06,87.33,84.33,85.75,88,83.72,87.5,91,87.5,83,82.33,89,86.33,89.83,86.69
83,84.5,83.17,83.75,85.17,88.5,88.83,86.17,84.17,86.83,86,88,84.17,88,85.73
86.67,86.17,85.83,81,84.33,82.11,83.5,83.83,82,89.17,92.83,84.83,87.67,81.67,85.12
84.22,87.67,78.17,83,85.17,91.5,85.17,88.33,88.83,87.17,85.5,87.33,90.17,89.5,86.55
83.61,89.5,89.33,82.5,85.17,88.06,86.83,85.5,87,85.83,90,89.67,86.17,88.17,86.95
89.5,88.83,84.5,93,87.5,89.22,89,89.67,85,86.67,86.33,90,89.17,88.33,88.34
85.39,85.17,89.17,86.25,87,83.89,91.33,91,88.5,84,90.17,87.83,85,90.67,87.53
85.11,87.67,89,87,84.5,83.39,85.83,88.17,84.67,88.5,85.33,86,85.83,86.67,86.26
87.17,83.5,81.5,89.25,91.17,87.11,85.67,86.33,85.5,87.33,85.17,86.33,88.83,91.17,86.86
89.94,90.33,86.5,86.75,85.67,88.33,86.5,88.67,80.83,85,82.67,87,85.33,86.33,86.42
84.11,86.67,82.67,88,79.67,85.28,87.83,85.5,82.17,87.5,91.17,85.83,91.5,87.67,86.11
84,85.33,89.17,88,84.5,84.06,91,88,84.5,83.33,89.33,85,86.17,86.83,86.37
91.11,89.17,83.5,90,82.5,82.11,88,84.17,88.33,87.17,88.83,90.17,87.67,89,87.27
82.06,87.33,83,81.25,86,88.39,85.17,87,88.5,87.33,85.17,84.83,83.17,86.33,85.39
83.11,84.83,83.83,82.75,90.5,85.61,87.83,83.17,87.33,90.33,87,87.83,88.33,82.5,86.07
89,83.5,84.67,84.25,87.5,86.44,87.33,86.5,90.5,87.67,84.67,94.67,89.83,88.67,87.51
86.5,87.5,85.5,83.5,89.67,88,81.5,84.83,81.83,89.83,88.67,84.17,89.17,85.67,86.17
85.78,88.33,81.83,87.75,85.17,90.61,86.33,92.33,84.17,89.33,83.33,85.17,86,86.33,86.61
86.22,84.33,86.33,82.5,83,89.28,82.33,84,89.17,91.67,84.83,86.17,91,83.67,86.04
88.78,87.33,80.17,81.75,87.17,86.94,84.67,87.83,84,86.17,82,81.17,89,88.17,85.37
87.22,85.5,86.5,84.5,81.5,86.5,86.83,93.17,87.17,88.67,85.83,83.17,84.17,90.83,86.54
85.5,84.5,87.17,86.75,84.33,83.44,85.67,87.33,84.5,83.17,92.17,91,88.17,83.5,86.23
83.33,87.17,89,83.5,91.33,89,86.33,86,87.5,85.17,85.67,81.5,83,92.17,86.48
84.78,89.17,85.83,84,82.67,85.94,79.5,84.5,88.83,81.67,89.83,86.83,85.67,87.33,85.47
87,91,83,87.25,84.67,86.56,85.67,87.67,83.83,94.83,87.5,90.5,83,84.17,86.9
84.33,85.17,81.5,82.5,81.83,89.44,89.33,81.5,84.17,86.83,88.17,91.33,91,87.83,86.07
91.5,89.33,88,90.5,89.67,84.94,86.33,84.83,95.17,83.83,86.83,85.33,87.33,87.5,87.94
86,83.83,90.67,87.5,83.67,86.61,87.67,86.5,85.5,90.33,87,84.33,85,85.83,86.46
87.89,87.17,86.17,85.75,86.33,88.56,85.5,81,86.33,87,84.17,92,83.67,79.83,85.81
82.67,84.33,82.5,89.75,85.5,83.17,84.17,85,81.5,92.83,83.67,86.17,88.33,89.83,85.67
85,90,90.33,88.5,84.67,87.17,88,85.5,87.17,83.33,86.67,89,78.33,82.5,86.15
87.72,88.5,84.5,83,86.67,92.61,86.67,86.83,85.17,83.33,89.83,85.67,87.33,85.67,86.68
87.5,86,88.67,88,84.5,88.06,85.5,91.33,88.17,83.33,85.83,88.5,89.17,82.33,86.92
83.61,89.33,90.5,88.75,88,82.89,80.17,86.67,92.17,87.33,84.33,87.83,85.83,85,86.6
81.06,88.5,92.5,77.75,89.5,83.56,87.17,88.5,86.5,89.67,84.83,83.67,89.17,86.67,86.36
88,85.67,87.5,90.5,83.33,86.83,91.33,81.17,84,86.17,87.17,80.33,87.5,85.17,86.05
88.44,84.67,87.17,89,85.67,82.33,87,82.5,83.67,86.17,89.83,91.5,86,90,86.71
82,82.67,83.83,83,87.17,83.06,84.67,83.5,83.33,85.67,86,89.33,88.33,90.83,85.24
89.44,84.17,87.17,85.25,89.17,81.28,87.33,85,83.83,86.33,90,78.67,79.5,81.33,84.89
90.89,89.33,92.67,86.5,87.17,86.06,90.17,91.5,81,86.5,88,87.33,89.17,78,87.45
86.89,84.83,83.67,91.25,86,85.39,92,91,84.17,87.67,89.5,90.33,83.17,89.67,87.54
86.22,87.17,86.83,86,84,85.72,85.67,83.33,85.17,83.33,86.83,87,84.17,87.33,85.63
89.22,89.33,92.83,87.5,87,86.44,82,85.17,84.67,88.17,83.67,87.83,88.17,87.17,87.08
87.44,87,86,83,88.17,80.89,81.83,87.17,84.17,83.5,84,88.67,89.33,81.83,85.21
89.06,88.83,81,80.5,90.17,88.61,89.33,93.17,87.83,84.5,87.33,84.67,88.17,87.33,87.18
87.11,83.5,84.67,84,89,83.72,83.5,86.83,93.5,83.5,89.17,85.33,87.67,85.33,86.2
84.61,85.17,88.67,92.75,82.33,85.11,87.5,85.5,85.83,87,88.17,81.67,90.5,86.17,86.5
85.17,88.67,81.83,89.75,88.5,86.33,84.33,82.83,85.67,86.83,85.33,88.83,82.17,86.5,85.91
85.33,84.5,84.67,89.5,82.33,86.83,85.5,84.17,88.17,85.83,87.33,89.17,83.83,89.33,86.18
85.5,86.67,84.17,86.5,85.17,89.06,85.5,89,87.17,86,87.33,84.17,90.33,87.33,86.71
89.5,85.5,88.33,89,86.67,86.67,86.83,87.5,84,84.5,88.67,84.83,85.33,87.67,86.79
83.56,91,81.33,85.5,89.33,88.56,82.67,89,83.17,88.17,81.5,87.67,83,87.5,85.85
84.28,84.67,86.83,83.5,87,86.06,85.5,88.5,85.67,81.5,84,83,87.33,84.17,85.14
89.39,83.17,86.83,83.75,89.17,87.33,88.33,88.83,84.67,86.17,91.17,87.83,80.83,84.83,86.59
84.78,87.5,91.67,87.5,87,86.17,85.33,87.17,87.17,83.5,88.33,87.67,86,86.17,86.85
86.56,91.83,88.83,80.75,92.83,84.11,89.33,82.33,88.83,84.33,90.17,87.5,91.67,87.83,87.64
88.72,90.33,87.67,90.25,87.17,84.78,83.67,81,84,86.5,86,87.33,89,89.5,86.85
87.06,91.67,87.33,88.5,87.67,88.83,90.33,89.67,81,88.67,86.67,90,90.17,87.5,88.22
83.72,86.5,83.33,87.5,90,87.17,86.17,84.83,84,86.67,87,80.83,87.33,83,85.58
85.83,85.67,85.33,88.25,84.17,83.33,82.67,81.83,89.67,86,87,88,85.33,93,86.15
88.28,88.5,80.67,80.75,89.5,86.72,82.83,91.17,84.33,84.83,83,78.17,91,81.83,85.11
85.94,87.83,83.33,89.5,88.17,87.72,87.17,88,84,86.17,89.67,89.17,84.83,89.17,87.19
83.56,87.67,83.5,86,88,87.06,84.33,91,86.33,88.67,90.17,91,88.67,89,87.5
89.83,86,86,87.25,89,87.11,80.5,85.83,83,81.5,85.67,83.67,82.17,86.5,85.29
86.61,84.83,84.17,85.5,84.17,89.72,86.5,82.33,84,86.33,83.67,87.83,83.17,86.5,85.38
85.72,88.67,86.67,86.5,89.67,86.33,89.5,85.83,81.67,83.67,84.17,88,90.67,88.67,86.84
84.61,86.33,83.5,91.5,84.83,90.28,84.33,88.33,84.67,88.5,90.83,83.67,82.83,82.33,86.18
85.56,87.17,85.33,86.75,84.83,84.67,84.5,87.17,84.17,84.67,85.17,88,88.5,84.83,85.81
87.67,91.5,83.5,84.75,90.67,83.56,91.67,88.83,86.33,83.33,87.83,88,88.33,83.67,87.12
83.83,90.5,84.33,88.75,92.17,84.67,90.5,84.17,86.67,91.67,84.5,86,87,84.5,87.09
88.94,82.5,89,85,83.5,86.94,84.67,86.83,86.33,86,84.83,87.33,88.17,90.67,86.48
92,85.17,84.83,79.25,83.33,93.61,84,84.83,84,90.17,87.83,87.5,83.5,84.33,86.03
88.83,83.33,87.33,88.5,89.17,87.83,85.83,88.67,92,90,89.67,85.83,89.17,80.67,87.63
85.67,83.33,85.83,91,88.5,87.78,80.83,90.33,85,82.33,86.5,85.33,85,87.17,86.04
87.22,84.17,83.67,87.5,87.5,83.06,86.33,84,84.5,87.83,86.33,89.17,88,85.83,86.08
85.94,87,85.5,84.25,84.5,84.89,83.83,86.5,86,85.5,86.5,85,91,88.83,86.09
83.72,88.17,85,88.5,85,87.33,87.33,85.67,85.33,90.17,85.83,90.5,85.17,87.5,86.8
87.11,87.5,88.33,84.5,85.5,80.39,86.83,88,87.33,90.67,83.67,84.83,89.5,86.5,86.48
85.5,86.17,86,86.5,83,92.06,86.5,83.5,85,83.33,83.83,86.67,87.5,87,85.9
89.28,83.17,90.83,91.25,84.5,90.11,85.17,85.67,83.17,86.83,92.83,90,87.67,87.67,87.72
88.17,87.33,80.33,84.25,84.33,86.44,87.67,90.33,87.5,85.17,82.83,82.5,91,91.17,86.36
