CSR10000,CEM10000,ORH10000,CRM10000,ITM10000,CIM10000,CPM10000,QSL10000,BIM10000,BPR10000,BIH10000,BEV10000,CHG10000,CBC10000,RTN10000,CII10000,CCM10000,CSP10000,CFS10000,CUST_001
62.53,65.21,66.93,56.37,56.11,64.79,59.58,60.32,56.63,52.74,53.32,66,62.26,56.74,59.68,69.11,58.79,63.53,59.89,60.55
54.73,56.93,61.2,59.79,55.32,54.42,51.16,50.74,74.79,58.26,59.79,54.95,62.21,63.05,52.79,55.16,61.37,57.74,53.68,57.79
63.93,60.93,56.6,56.63,62.42,58.74,56.79,59.42,57.47,58.37,51.89,55.95,55.84,55.79,68.11,62.16,51.16,52.32,53.47,57.79
57.6,63.29,59.53,47.74,62.58,62.63,61.68,64.74,63.42,60.16,56.42,66.95,57.47,54.47,51.68,75.79,62.26,64.95,59.21,60.66
51.87,71.71,52.4,69.37,62.95,57.89,60.63,60.32,57.37,58.37,60,63.05,59.47,60.32,60.37,55.16,58.68,67.05,56.53,60.18
64.67,61.86,55,51.53,67.63,59.58,58.58,59.74,68.74,53.11,55.26,60.53,65.05,69,71.26,53.26,59.11,53.63,53.47,60.05
65.73,53.86,68.8,65.68,59.26,57.89,54.47,61.37,54.16,69.32,65.11,60.84,54.21,58.05,58.63,58.79,55.26,65.16,61.47,60.42
66.07,57.71,59.53,48.58,63.11,57.74,62.37,64.16,68.42,58.16,52.58,62,55.47,57.63,56.26,60.16,65.32,60.53,70.58,60.34
56.8,63.14,58,63.53,65.16,64.42,65.21,57.47,45.53,64.42,61,52.05,58.68,56.11,60.95,69.68,58.74,57.05,58.79,59.83
61.2,63.57,62.93,61.11,71.53,57.53,59.63,64.84,62.68,54.68,57.21,59.05,59.79,55.74,69.16,51.84,59.26,63.89,57.63,60.7
60.07,57.86,72.27,57.68,54.74,64.89,54.84,53.32,73.32,56,54.26,62.37,72.05,63.26,58.05,63.84,55.53,52.84,56.05,60.17
62.93,58.64,57.73,58.68,64.95,64.84,60.21,56.63,54.32,58.26,65.58,56.53,61.37,63.63,60.95,57.32,60.32,67.58,54.26,60.25
65.73,51.36,66.07,61.74,61.95,62.47,55.47,61.11,56.68,68.32,61.89,56.47,59.84,64.05,59.26,60.47,54.37,59.32,63.05,60.51
63.93,53,52.07,58.95,56,61.89,59.47,54.63,63.11,56.53,58.89,64.21,47.21,63,59.63,65.84,62.42,57.53,65.11,59.13
52.6,66.5,62.47,65.37,57.47,67.47,57,56.63,60.42,62.79,58.47,59.95,57,62.53,64.21,54.89,60.74,66.32,62.79,60.82
53.2,60.21,52.27,63.47,57.74,62.05,60.53,58.05,64.05,62.47,57,54.89,60.74,70.74,65.05,56.68,62.42,60.32,56.53,59.92
49.87,62.36,61.13,58.84,64.95,49.58,45.42,60.79,66.68,57.47,63.89,58.21,58.95,53.32,47.05,60.05,53.79,63.47,59.37,57.64
60.13,52.29,52.13,52.95,51.47,63.47,59.11,62.05,66.89,53.42,66.16,63.68,58.53,59.11,56.42,58.68,59.42,58.58,48.68,58.06
63.47,49.71,54.13,56.89,55.53,59.95,64.42,66.84,57.63,66.79,55.37,53.32,56.05,62.68,53.37,57.42,59.37,59.84,60.95,58.62
62,63.07,59.33,60.47,47.53,55.32,59.11,59.32,59.89,63.53,54.42,53.63,70.16,57.79,48.95,54.47,68.95,64.63,59.79,59.07
57.93,63.93,66.67,63.84,53.53,51.47,52.42,61,56.79,55.16,49.84,55.26,60.21,57.84,66,51.63,53,60.79,57.84,57.64
55.8,57.29,64.53,53.89,62.84,58.63,56.21,47.47,67.16,66.16,65.53,50.21,51.68,54.89,65.58,64.16,58.53,53.58,57.16,58.49
53.73,55.07,70.07,58.42,50.42,55.79,57.32,58.42,65,64.11,45.26,62.16,64.05,65.79,66.47,71.89,61.47,55.68,65.05,60.33
63.27,57.36,62.07,55.32,63,61.68,63.32,60.37,60.32,60.47,55.84,60.79,59.63,61.53,55,58.79,53.74,59.74,71.37,60.19
58.4,57.14,75.33,61.47,60.58,65.95,59.42,57.74,54.11,59.58,62.74,51.89,52.32,62.05,58.63,64,69.47,50.58,65.05,60.34
56.4,59.79,50.27,61.79,48.79,55.11,53.47,59.16,52.37,61.74,64.47,52.21,61.68,60.58,61.11,58.74,67.16,50.58,60.68,57.69
61.2,67.14,67.93,60.68,63,64.32,60,50.89,58.16,61.21,56.95,59.58,67.42,56.68,63.53,61.26,64.11,61.53,59,61.29
59.73,50.71,69.2,51.63,54,52.11,59.63,60.84,60.16,56.42,68.47,57.89,57.32,58.58,60.11,62.89,53.47,52.95,54.79,57.94
52.13,58.29,47.13,69.74,62.74,68,68,51.68,59.74,69.16,63.47,56.16,66.11,51.74,61.53,59.26,62,65.05,62.05,60.74
64.27,65.07,56.93,56.26,57.32,61.16,53.79,60.84,57.11,60.84,60.42,54.53,62.74,59.37,65.53,60.74,61.42,59.16,61.74,59.96
69.13,62.71,52.07,55.74,57.95,63.63,58.89,56.53,71.79,59.63,56,53.37,63.05,64.21,65.32,59.89,69.32,66,50.68,60.84
66.33,52,63.13,59.79,69.63,64.16,62.32,55.58,61.95,61.58,57.21,52.79,51.32,57.21,63.84,66.58,59.84,63.74,57.89,60.36
50.87,54.79,55.33,62.58,57,60,50.42,49.42,58.63,66.26,57.95,65.16,47.53,60.42,60.89,56.63,64.26,56.95,53.11,57.27
61.47,63.57,60.33,65.05,57.63,58.68,61.58,62.11,58.11,52.63,68.53,69.26,61,62.47,51.37,63.11,50.58,58.89,54.89,60.07
55.13,50.07,59.07,66.26,56.32,53.84,65.58,56.37,60.79,62.68,64.26,63.26,65.63,59.42,57.63,59.37,57.53,52.53,52.32,58.85
60.87,56.14,59.13,65.58,52.21,62.11,58.84,51.26,63.21,52.32,54,54.16,59.42,63.58,59.05,64.47,65.16,55.11,56.37,58.58
55.73,56.79,65.13,58.74,53.89,66.37,62.58,61.05,67.26,60.21,55,67.42,61.95,59.21,54.05,56.47,56.53,71.74,61.26,60.6
62.47,55.36,61.13,56.16,63.47,50.37,58.21,60.26,59.84,61.58,61.68,58,64.42,55.32,58.84,53.47,49.42,61.21,65,58.75
61.47,52.86,52.73,64.63,65.11,57.47,55.53,50.26,56.68,63.05,52.37,56.42,68.68,54.53,63.32,62.16,61.32,60.47,57.79,58.78
58.73,57.21,56.87,58,66.79,60.05,64.89,46.47,59.68,63.32,62.26,63.21,56.21,50.68,71.11,69.37,53.53,58.32,64.63,60.07
69,69.36,60.27,60,57.63,63,58.21,59.89,57.11,60.16,63.16,57.37,59.21,60.53,58.95,58.05,59.32,57.95,72.16,61.12
53.53,54.14,66.93,69.26,52.79,58.32,63.58,60.63,61.42,74.05,51.16,68.58,58.84,52.47,54.47,59.47,46.89,61.47,68.42,59.81
48.6,62.36,59.07,62.47,56.79,62.89,68.42,64.37,55.21,61.21,53.74,60.74,59.95,55.26,59.37,57.89,56.68,67.37,61.26,59.67
63.6,53.64,65.67,59.68,61.21,60,63.21,61.05,57.89,60.16,56.79,66.84,49.53,60.89,72.42,61.42,62.42,55.58,51.63,60.19
52.53,59.36,62,67.74,59.21,58.74,54.26,65.26,54.84,56.53,50.32,58.68,54.42,54.42,56.79,56.11,56.95,63.11,43.58,57.1
43.33,56.93,63.73,63.79,54.79,51.89,58,68.58,52.89,69,55.79,55.63,64.53,61.26,68.84,60.11,64.21,56.79,65.74,59.78
70.93,66.43,63.27,64.58,53.37,52.42,58.53,64.26,59.63,69.95,60.53,64.79,66.89,64.53,54.11,61.42,71.05,60.32,67.42,62.86
73.8,65.57,64.6,69.11,62.37,57.16,56.11,57.16,56.26,63.89,54.37,54,67.37,57.21,58.53,62.79,55.32,62.53,66.84,61.31
70.73,58.71,56.53,55.63,55.32,55.95,58.95,56.95,58.53,51.58,56.16,62.05,70.89,70.26,54.89,66,61.21,58.32,60.32,59.95
45.07,48.43,50.47,57.47,53.26,57.95,54.11,48.47,64.42,61.47,50.26,57.16,58.89,62.05,62,56.68,62.47,58.63,67.95,56.7
57.2,58.79,53.07,52,68.84,67.16,56.95,54.42,62.26,63.26,50.11,63.74,59.42,57.74,54.89,56.05,58.47,56.84,50.32,57.98
55.6,56.86,59.8,69.84,56.95,63.89,54.53,58.53,65.68,63.84,53.84,58.21,60.79,64.05,59.21,64.42,58.89,52.53,70.63,60.43
61.07,57.86,62.93,67.37,68.63,65.42,58.89,53.79,59.58,51.16,65.21,60.95,65.37,59.95,73.42,63,63.63,52.58,64.32,61.85
51.87,49.36,70.53,60.11,58.21,62.32,64.32,67.42,58.47,51.37,64.21,59.42,66.47,60.53,60.37,64.58,64.32,66.68,61.37,61.15
54.73,53.36,61.8,60.84,59,57.84,57.95,58.53,56.21,73.11,63.47,54.79,57.53,60.32,59.05,51.26,64.37,57.84,68.89,59.52
58.73,56,57.13,57.89,50.32,53.37,64.74,47.32,64,56.89,53.32,53.21,64.58,64.21,56,63.74,55.95,62.21,62,57.98
58.67,67.93,64.6,56.26,63.37,55.53,64.47,57.63,50.16,51.47,61.21,52.79,58.16,59.58,48.47,57.68,58.32,60.95,64.37,58.51
66.93,49.93,64.53,61.37,56.47,66.58,60.58,59.42,65.37,63.05,67.37,66.16,50.58,63.21,55.26,63.63,60.58,59.95,62.89,61.26
57.2,52.64,63,60.26,59,59,57.11,55.95,60.42,58.95,59.84,63.05,50.26,58.47,55.21,60.79,59.95,55.47,59.16,58.2
54.13,69,67.73,66.68,61.68,58.05,55.58,55.32,51.42,60.21,57.32,56.95,64.21,56.42,63.37,59.79,56.47,66.47,74,60.78
64.07,58.21,48.73,59.05,55.26,65.95,62.95,54.53,59.63,64,54.74,53.16,64.32,56.68,62.32,62.74,66.79,54.32,59.47,59.31
61,56.86,57.67,58.42,66.16,59.84,61.74,68.74,47.89,57.53,70.58,64.47,52.05,63.58,57.11,62.42,58.74,55,53.53,59.65
61.87,59.29,62.8,63.37,56.95,55.21,49.26,53.42,51.32,59.95,59.95,57.89,62.47,47.11,60.05,66.26,59.95,57.89,62.21,58.27
58.4,47.71,62.2,53.26,61.47,61.74,57.84,60.37,58.16,59.05,58.79,53.53,59.16,65.47,53.53,53.68,63.63,65.11,53.37,58.24
52.67,64.64,46.87,59.11,53.74,62.11,55.79,59.32,62,58.26,62,60.58,56.79,62.42,58.42,47.63,57,44.68,63.11,57.22
67.67,64.29,47.73,62.53,60.89,67.26,64.58,52.42,59.16,58.11,61.16,73.58,54.21,66.37,59.42,59.68,56.11,54.68,60.68,60.55
61.4,51.29,56.07,55.16,64.05,55.53,61.63,56.95,59.95,64.37,56.21,51,60.16,64.47,64.42,59.16,59.68,66.21,50.37,58.85
57.53,51.93,55.93,59.32,65.37,55.89,54.89,53.63,63.32,63,61.53,61.84,54.21,59,58.05,54.05,61.47,60.84,61.11,58.57
62.93,66.07,68.87,65.05,55.42,57.21,62.74,55.47,56.32,55.53,61.21,64.53,55.74,57.68,63.84,60.42,52.95,64.74,59.11,60.31
59.8,55.36,61.2,60.21,62.89,54.68,50.26,55.21,58.11,56.89,62.79,56.11,56.79,52.79,58.74,71.16,61.95,52.26,67.74,58.68
59.27,52.93,59.73,55.32,58,49.79,64.84,68.11,57.26,61.21,54.95,63.95,67.37,64.68,50.58,60.74,59.68,56.53,58.53,59.13
68.93,57.93,62.87,58.63,47.58,59.16,66.26,56.32,69.47,66.47,60.32,56.32,69.79,68,57.84,64.79,54.58,55.47,62.79,61.24
65.6,68.14,50.47,55.37,64.42,62.37,64.58,57.74,51.42,55.32,52.68,57.95,55.32,64.84,56.84,55.74,66.16,51.95,55.37,58.54
49.93,58.86,66,51,66.68,57.53,60.11,69.42,52.53,63.37,58.84,63.21,54.11,55.26,65.89,68.37,60.89,59,51.79,59.62
70.73,54.21,55.4,55.79,60.21,55.16,59.11,51,58.58,57.79,64,49.84,60.21,58.68,63.16,67.32,55.53,54.26,57.58,58.35
54.07,54.07,55.47,62.32,56.16,54.05,72.05,68.53,56.53,51.16,66.42,69.89,60.68,58.05,60.53,60.26,55.79,61.11,52.26,59.44
56.93,66.43,56.6,52,53.68,64,56.74,53.58,65.68,52.63,64.32,53.32,60.95,55.42,55.11,54.84,57.47,60.63,64,58.12
61.93,60.86,60.13,59.58,49.84,49.26,57.05,63.63,56.79,51.47,61.21,56.74,64.84,59.05,63.42,45.26,54,60.16,55.63,57.41
56.2,50.93,61.2,64.21,62.05,63.37,65.16,68.26,47.11,51,62.53,62.63,47.32,62.42,64.37,55.89,60.42,60.37,55.11,58.98
60.47,67.79,60.73,56.63,61.74,64.89,55.32,50.95,59.16,57.42,66.11,55.89,66.05,57.37,62.26,54.84,60.05,56.53,61.63,59.78
58.87,52.36,54.47,46.53,62.11,54.79,56.21,57.74,51.95,59.89,64.68,62.16,60.79,59.32,63.11,62.21,56.79,62.84,59.21,58.21
60.53,61.71,61,58.89,58.79,60.95,63.32,63.37,63.37,50.68,67.68,54.11,55.47,53.68,66.68,53.47,62.37,67.84,60.68,60.24
63.6,60.57,60.27,59.32,56.37,52.16,57.58,62.26,51.89,52.32,56.95,61.58,63,62.74,63.84,68.05,64.74,57.63,60.47,59.75
60.8,59.36,61.13,54.68,62.53,68.16,59,67.26,48.74,57.11,60.47,58.79,59.37,65.89,65.79,64.05,60.37,65.26,54.42,60.69
62.13,62.93,52.87,55.11,61.84,57.53,61.21,62.63,61.74,62.53,65.79,54.16,57.68,70.58,62.53,68.42,58.21,60.47,55.37,60.72
65.67,59.93,65,60.26,60.16,57.37,60.63,51.05,52.58,65.21,64.37,65.79,57.21,61.05,57,62.47,56.47,66.63,63.21,60.64
54.33,52.79,61.07,63.37,59.21,65,54.68,59.53,64.21,58.84,57.89,60.16,60.53,68.11,56.32,64.21,64.47,60.68,66.68,60.64
58.33,56.07,52,70.53,66.95,66.89,60.16,61.89,69.53,59.32,54.58,49.95,54.63,62.26,58,60.58,65.42,56.21,60.79,60.22
49.87,61.07,63.4,56.26,51.79,67.37,51.05,61.37,66.63,54.47,65.05,56.42,63.21,56.84,57.58,67.79,49.16,52.95,66.16,58.87
51.47,64,52.33,67.58,58.84,69.95,54,62.37,55.79,61.58,53.05,61.79,66.26,73.42,61.53,53.37,60.79,56.95,57.47,60.13
63.07,56.07,68.33,66.68,57.26,59.11,60.95,69.37,62.74,61.63,61.89,60.89,52.26,56.11,63.16,65.05,64.84,55.84,52.47,60.93
67.67,39.07,65.07,54.21,53.47,52,57.68,57.58,63,54.37,64.68,64.21,68.74,67.95,51.58,60.32,52.42,57.16,60.53,58.51
49.87,67.29,58.4,54.58,59.89,54,51.26,57.74,59.42,59.95,61.16,55.16,63,63.05,67.11,70.11,51.89,61.63,61.11,59.3
63.4,59.71,53.13,58.79,55.32,62.58,57.63,66.58,64.37,63.32,54,64.68,50.26,57.37,56.42,67.68,53.74,57.53,62.37,59.41
58.47,62.79,52.73,68.63,60.47,53.47,57.11,57.11,58.84,53.84,53.68,50.84,65.79,61.84,57.84,54.79,58.47,69.05,63.42,58.91
55.27,53,63.67,64.47,50.95,56.05,59.21,63.58,56.37,60.79,57.47,53,64.11,67.21,56.95,54.74,49.89,64.68,53.63,58.16
58.4,62.64,62.53,63.21,48,63.58,63.84,57.89,59.58,62.68,56.47,57.32,53.58,60.26,66.47,53.53,57.79,55.32,51.63,58.67
72.6,49.07,53.33,60.53,57.84,71.53,66.63,53.37,55.89,62.89,60.58,58.84,50,66.63,50.42,61.21,64.32,67.05,58.68,60.08
52.13,53.71,57.07,61,61.53,59.26,54.47,71.53,64.95,51.95,63.37,59.58,57.16,48.74,60.84,65.21,60.47,60.68,56.37,58.95
58.2,56.21,62.47,63.74,73.21,62.26,56.05,56.84,50.37,65.84,60.32,67.53,55.11,55.32,61.53,58.63,58.68,52.21,68.26,60.15
55.13,49.21,62.87,59.42,57.47,66.58,61.58,51.79,55.79,64.68,65.16,63.32,59.58,53.47,63.16,59.26,67.16,53.37,65.16,59.69
52.8,64.5,54.8,64.26,61.58,60.32,65.11,60.95,70.79,61.79,58,68.63,62.11,59.11,57.79,48.84,60.42,60.58,59.37,60.62
64.13,65.43,44.73,62.68,67.89,64.26,61.21,61.63,62.95,60.63,68.11,63.05,59.68,61.84,62.16,61.47,64.16,52.58,59.63,61.49
50,57.64,50.67,61.16,61.16,70.89,62.58,52.47,63.84,52.74,58.26,47,50.26,63.16,58.47,59.74,60.05,54.32,59.21,57.56
60,59.5,68.13,58.26,65.16,53.47,61.95,52.26,69.16,58.58,56.74,62.26,52.84,56.21,51.47,58.47,52.05,64.89,65.16,59.29
67.4,59.86,61.47,59.11,56.89,48.32,71.05,70.84,53.95,60.16,56.79,60,61.68,58.11,64.37,59.26,54.21,61.58,59.21,60.22
63.53,60.64,57.87,55.53,52.53,70.11,51,75.79,66,60.95,63.11,65,53.74,69.16,59.68,54.58,49.68,54,62.42,60.28
64.13,62.07,73.4,58.05,58,66.47,65.53,66.21,52.32,65.11,49.37,63.42,54.63,64.84,56.89,50.21,61.58,67.53,57.95,60.93
53.07,55.5,69.93,58.32,58.84,62.74,60.42,55.58,57.47,71.21,54.21,71.11,53.37,55,62.21,55.89,64.89,59.32,57.37,59.81
64.8,60.43,56.93,60,57.37,59.21,57.26,61.32,63,59,61.37,66.11,61.26,51.53,61.11,52.42,62.32,52.53,54.21,59.06
61.07,62.79,59.4,49.84,64.74,59.11,53.42,56.89,55.37,59.32,58.16,53.16,50.42,54.58,57.42,56.32,62.89,56.21,59.95,57.42
51.2,70.29,55.07,62.37,62.89,56.74,53.63,62.21,56.11,63.11,56.47,59.79,67.95,54.32,62.16,59.68,63.11,56.53,54.68,59.38
58.8,57,74.2,51.89,64.63,66.42,59.11,66.58,63,51.37,54.26,63.05,60.37,65.95,60.11,57.47,62.21,47.63,59.21,60.17
50.8,58.57,67.2,62,65.74,55,56.84,60.95,62.42,52.58,59.84,62.47,57.79,50.63,53.58,52.42,62.11,63.68,56.95,58.5
52.53,51.86,51.13,64.58,63.79,59.79,53.11,66.53,55,57.74,61.68,55.26,61.53,54.89,64.21,68.53,54.47,64.89,50,58.5
59.13,60.57,56.47,54.47,49.32,63.89,54.89,57.05,71.89,60.05,56.63,62.37,66.95,51.05,58.05,63.74,66.95,57.42,66.74,59.88
53.53,51.14,51.67,55.63,62.47,55,54.58,59.26,58.05,72.53,69.16,69.32,51.74,61.53,61.11,62.63,55.53,51.47,51.32,58.3
65.07,57.93,68.33,52.32,69.26,66.16,60.37,53.11,54.58,59.74,64.32,70.84,61.63,56.05,54.89,55.26,56.68,45.89,61.74,59.69
64.6,60.36,59.6,63.21,60.84,55.21,62.47,56.26,68.84,65.79,51.89,60.74,66.68,59.37,62.32,57.42,58.11,59.26,54.53,60.39
61.8,63,61.13,64.37,58.79,61.95,66.16,62.79,58.95,62.26,53.58,49.68,48.05,54.53,68.68,52.05,64.68,59.95,58,59.5
56.93,66.64,63.33,61.21,62.16,58.95,58.26,57.74,50.68,58.58,57.84,62.58,61.47,57.89,61.16,58.05,51.74,59.47,64.84,59.45
61.27,56.5,64.6,52.95,66.37,61.58,52.05,59.16,68.84,68.95,67.95,65.21,58.11,61.26,53.37,58.63,60.95,66.89,53.53,60.96
60.67,61.21,61.93,60.74,61.84,52.68,47,56.05,57.21,54.89,60.26,60.16,59.26,59.47,58.89,57.05,63.58,53.37,62.47,58.36
52.13,65.64,68.27,58.84,58.16,59.58,59.63,64.37,68.37,62.47,63.74,52.63,57.89,64.84,61.32,63.16,61.11,57.47,61.58,61.12
61.8,57.14,48.67,51.89,60.47,57.53,52.05,57.42,59.26,63.11,74.53,62.37,57.89,60.16,60.42,51.79,56.32,56.68,64.68,58.64
60.13,65.71,57.87,57.63,60.11,63.68,51.84,58.84,48.95,51.42,58.05,64.32,58.42,63.37,57,50.16,57.74,64.84,60.58,58.46
57.6,56.14,61.47,54.58,62.47,66.05,64.42,58.79,51.16,66.16,60.47,60.68,68.47,59.16,58.74,58.53,57.16,51.32,58.47,59.57
62.47,48,56.4,60.53,60.26,52.95,57.32,51.84,69.05,58.58,54.79,50.47,52.16,57.05,61.84,58.53,64.37,59.26,60.68,57.71
49.6,58.43,49.6,60.63,60.05,58.26,51.42,65.11,55.58,53.89,54.32,58.47,58.84,59.16,57.11,57.21,56.37,61.37,49.11,56.55
57.53,64.07,52.93,61.74,53.53,50.16,52.63,58.58,54.42,60.26,63.63,63.79,58.84,59.42,63.53,54.95,62.79,64.47,47.74,58.16
51.67,62.57,47.73,69.37,64.63,72.74,56.84,70.16,53.16,49.84,62.63,65.84,60.21,68.89,48,55.79,67.84,71.16,52.53,60.61
71.8,68.21,54.4,50.74,70.74,54.16,57.58,66.32,62.16,54.42,62.84,66.32,55.58,61.42,54.26,57.05,58.37,63.74,60.74,60.57
58.47,52.79,53.8,55.74,69.95,64.16,56.26,53.11,60.58,59.42,62.79,62.63,59.26,59.58,51.16,54.16,59.79,56.95,60.37,58.47
60.13,64.14,63.67,55.79,58.63,59.74,53.26,65.68,61.89,53.68,59.84,65.63,63.16,60.95,57.16,62.89,67.68,56.37,64.32,60.77
55,59.5,61.2,62.68,60.26,67.47,52.42,55.84,59.05,56.63,62.47,47.42,57.84,63.32,71.26,48.05,57.47,58.21,62.63,58.88
55.87,56.36,63.07,55.53,50.79,51.68,68.32,60.42,64.11,59.74,56.89,63.58,55.95,64,68.37,59.84,60.26,61.47,55.32,59.56
62.4,56.5,58.53,59.89,53.74,57.84,65.84,66.84,57.37,62.37,69.68,60.74,66.26,51.58,59.05,54.05,59.26,56,54.74,59.62
58.73,61.29,52.8,56.32,55.84,52.68,68.32,65.63,62.32,65.68,58.05,75.95,50.05,57.26,62.95,72.47,52.74,53.74,65.16,60.42
55.07,59.86,54,67.74,56.37,68.84,66.74,64.95,61,56.95,67.11,64.89,64.32,61.21,62.16,62.53,59.58,69.47,47.89,61.61
62.93,52.21,56.93,59.79,62.79,50.53,58.11,62.37,71.05,61.84,58.26,52.26,59.68,58.58,59.05,67.68,55.16,59.74,66.21,59.75
46.2,60.29,50.93,57,69.47,48.95,60.16,66.47,52.68,57.79,58.84,63.21,60.26,69.21,66.16,59.47,58.63,70.26,54.95,59.52
59.47,60.29,72.53,63.47,59.42,58.05,56.68,59.32,65.89,63.95,53.42,50.05,56.74,70.84,57.63,66.21,60.05,58.79,54.74,60.4
61.93,54,44.87,65.95,48.74,61.79,55.32,54.11,50.37,53.42,58.47,54.47,62.53,66.21,58.42,61.84,66.37,54.42,53.26,57.18
56.53,58.21,55.6,46.84,57.63,65.32,58.21,59.95,60.21,67.63,60.53,57.16,53.47,51.89,59.16,56.74,56.16,52.11,53.42,57.2
55.73,61.5,54.87,67.74,64.68,58.05,66.32,60.89,55.32,56.68,59.74,57.53,63.68,58.05,66.84,61.74,58.05,62.63,53.32,60.18
62.4,60.14,66.67,54.21,54.47,61.32,67.53,55.05,52.74,57.53,57.21,55.95,70.84,55,61.84,46.74,60.89,58.58,57.95,58.79
55.4,68,53,56.26,64.68,66.74,55.05,52.37,62.58,65.05,54.26,62.37,62.32,53.26,67.26,47.42,55.63,52.95,64.84,58.92
53.6,47.29,63.87,62.68,60.63,55.11,61,53.16,63.37,67.42,59.32,59.11,53.16,60.32,63.32,60.37,62.68,55.21,59.89,59.03
47.4,49.21,62.4,61.89,62.63,64.42,57.11,56.74,69,54,64.74,59.11,51.26,63.47,58.74,63.63,63.32,59.95,55.89,59.21
63.93,61.36,50.6,67.05,48.21,66.16,55.32,53.26,58.32,61.11,56.95,61.63,47.42,65.37,58.58,63,61.11,54.79,57.68,58.52
61.67,57.5,67.47,61.84,54.16,58.74,67.68,58.26,67,53.79,58.68,62.21,49.16,47.95,61.68,62.95,57.37,66.16,47.68,59.05
60.27,60.29,62.93,52.26,54.74,52.63,55.84,69.84,55.16,64.95,49.95,61.11,63.05,64.95,61.79,59.21,59.26,56.05,59.63,59.15
69.33,67,64,62.32,69.79,53.95,65.53,62.68,69.11,65,61.53,59.74,65.89,57.32,53.68,62.84,65,65.68,65.63,63.47
66,49,59.4,58.63,60.53,65,60.05,63.95,65.16,58.26,53.21,58.68,71.68,68.53,62.42,58.89,48.63,62.89,58.74,60.51
60.33,60.43,63.33,55.95,63.21,59.79,58.26,61.26,62.63,63.53,55,62.84,46.68,60.79,56.53,65.11,57.84,49.74,57.42,58.98
62.93,65.93,61.2,62.58,60.84,67.16,60,56.53,56.74,53.05,50.42,68,49.95,62.89,60,56.89,60.11,67.95,55.95,59.95
61.8,54.64,53.27,56.79,62.63,65.37,59.32,52.89,60.84,56,54.21,58.32,60.58,62.63,58.84,58.16,52.32,59.32,55.05,58.05
54.13,49.07,43.53,67.11,55.68,58.84,68.26,57.05,62.63,64.63,61.95,56.53,61.68,60.63,68.58,63.68,62.58,58.58,64.53,59.98
62.53,71,55.53,63.37,60.63,57.74,56.05,49.16,60.58,55.63,59.47,62.89,58.11,57.37,56.95,60.42,50.21,61.68,64.21,59.13
58.07,58.07,53.13,61.26,52.89,53.32,68.05,52.05,53.53,58.63,55.32,54.47,61.11,60.21,57.26,58.74,56.63,56.63,58.79,57.27
58.6,56.71,69.27,63.11,61.32,54.74,51.95,70.68,58.21,54.05,64.37,51.95,67.74,57.42,57.79,58.58,61.32,53.95,66.53,59.91
54.4,68,56.4,63.26,63.37,66.26,57.11,59.42,64.42,69.32,54.47,50.74,59.32,56.11,52.21,62.21,56.42,61.84,64.05,59.96
61.47,45.07,62.87,59.84,55.79,61.26,59.84,74.42,62.68,53.37,62.74,66.21,53.16,54.21,56.16,60.95,66.63,52.89,52.37,59.05
53.67,55.93,63.87,57.74,61,62.32,65,56.63,62.05,63.05,58.53,61.37,55.58,56.47,59.26,67.37,55.84,63.84,54.84,59.7
52.13,65.64,54.8,54.58,55.21,62.42,59.42,57.26,51.37,50.32,63.32,69.37,55,55.47,60.26,64,61.16,58.95,57.26,58.31
66.4,59.07,58.93,62.53,64.79,50.68,59.05,58.68,60.74,64.79,51.89,59.84,54.37,60.89,62.79,54.79,59.95,54.37,60.74,59.23
63.2,61.57,65.33,58,64.21,68.11,70.79,61.68,56.26,61.58,60.21,66.68,60.47,60.11,55.37,54.74,72.84,56.84,56.21,61.8
53.53,49.14,69.07,64.53,57.58,64.21,49.63,66.32,64.26,61.42,60.95,60.16,50.42,57.68,62.11,66.89,54.42,70.42,61,60.2
63.27,43.5,46.53,57.26,52.11,61.16,45.37,66.84,61.58,55.42,67.58,57.32,60.42,57.68,60.58,51.37,65.42,61.26,62.16,57.73
54,59.86,48.93,63.42,62.74,66.63,71.37,66.21,50.16,50.79,59,58.63,56.42,57.32,54.16,55.32,57,64.68,66.26,59.1
59.73,64.79,51,58.42,67.05,54.63,64.63,59.47,54.21,59.95,63.47,52.74,62.47,59.63,62.05,54.53,55.68,66.47,52.68,59.14
53.53,55.43,65.73,56.68,58.68,56.32,57.11,59.53,68.21,53.05,62.79,55.89,61.47,51.95,65.89,56.84,61.74,61.47,66.53,59.41
61.33,60.86,66.47,64.68,60.63,57.21,55.84,59.79,62.21,48.16,59.42,54.32,64.26,66.53,50.79,63.84,55.32,54,61.05,59.3
61.67,60,59.47,60.74,62.16,60.11,64.05,59.68,50.16,61.68,62.89,65.32,55.58,55.84,56.53,63.16,65.79,63.42,57.95,60.33
62.93,65.29,54.87,56.26,58.89,53.84,55.32,65.74,68.84,60.16,60.79,60.58,54.84,52.89,61.42,55.53,75.21,64.11,55.47,60.16
61.53,66.86,61.07,61.95,63.21,56.68,51.84,54.95,51.42,53.89,63,67.84,54.47,51.95,60,57.79,62.21,64.37,62.32,59.33
54.6,60.36,57.53,54.42,54.05,66.37,67.26,61.95,58.05,63,59.84,63,54.42,53.53,54.84,68.11,59.42,57.37,51.11,58.91
